,skill,group,feature_0,feature_1,normal_learning_aware-1_score,admitted,skillcut,skillround,testcut,testround
0,0.8899480938670052,A,2.040446489963389,2.892094484852773,0.7211343501113412,True,0.8699999999999999,0.8888888888888888,0.79,2.9
1,-0.7812722536305744,A,-1.1917838360783082,-3.0402564865681163,-0.47024621027590735,False,0.155,-0.7777777777777778,0.16999999999999998,-3.05
2,-1.0509213052067705,A,-1.0147381612122248,-3.06930565542837,-0.40498824470437467,False,0.08,-1.0555555555555556,0.16999999999999998,-3.05
3,-0.48651944523061114,A,-1.560470365366884,6.51995376589745,-0.6061418363803036,False,0.25,-0.48888888888888893,0.9550000000000001,6.5
4,-0.21203283248017385,A,1.3993964478055216,1.1946917009617073,0.4848471795130734,False,0.39,-0.2111111111111111,0.63,1.2
5,0.24826499072401667,A,0.23523270188364853,4.804665818651568,0.055743459761318545,False,0.645,0.24444444444444446,0.915,4.8
6,1.3806526457030288,A,0.06416825409019422,0.26232442392112687,-0.007309861665835115,False,0.9650000000000001,1.3777777777777778,0.52,0.25
7,1.0451339207726118,A,0.5140731592589407,-0.9829692662735043,0.15852236684905766,False,0.915,1.0444444444444445,0.385,-1.0
8,-0.009425295088109149,A,1.5324609111329277,1.17381171636293,0.5338939363637139,False,0.5,-0.011111111111111112,0.625,1.15
9,0.17197924187338887,A,0.8440289502328078,3.4451432364787933,0.2801420769254962,False,0.595,0.16666666666666666,0.8300000000000001,3.45
10,0.18602952782247154,A,-1.0410152421534775,3.060599294180361,-0.41467381790282587,False,0.605,0.18888888888888888,0.8,3.05
11,-0.17873122422352164,A,1.296424550885809,6.6286409317106045,0.44689236074043287,False,0.40499999999999997,-0.17777777777777778,0.96,6.65
12,-0.09060278013578607,A,-0.47712242829233265,-2.157858245530731,-0.20682633526412525,False,0.45,-0.08888888888888889,0.26,-2.15
13,-0.9192856402017582,A,-0.8154854906468338,4.9597557622994515,-0.3315449147522167,False,0.12,-0.9222222222222223,0.9199999999999999,4.95
14,-0.37090737909808424,A,-0.4203370453858912,1.689045450990506,-0.18589558637416884,False,0.305,-0.36666666666666664,0.6799999999999999,1.7
15,0.12690163326750584,A,-1.952314989938875,-3.327690231930351,-0.7505733964229362,False,0.5650000000000001,0.12222222222222223,0.155,-3.35
16,-0.44953848365410687,A,-0.31523710045392794,3.0766794448911745,-0.14715638196757794,False,0.275,-0.4444444444444444,0.8,3.1
17,0.496739626201405,A,0.4275049260898982,3.1744267306390697,0.1266138393800479,False,0.75,0.5,0.8099999999999999,3.15
18,-0.21190488865982818,A,-0.2611834671904178,2.6664025112295024,-0.12723253948345886,False,0.39,-0.2111111111111111,0.77,2.65
19,0.6614834647176724,A,0.566091133172471,-2.625419395596316,0.1776958776016795,False,0.8,0.6666666666666666,0.205,-2.65
20,0.8649723701253071,A,1.0440289774899365,-1.051117581996422,0.3538608780366981,False,0.865,0.8666666666666667,0.375,-1.05
21,0.3702078755377834,A,-1.6532340433860915,-6.549235362683569,-0.6403339673716146,False,0.705,0.36666666666666664,0.02,-6.55
22,0.2887974539786339,A,0.3217869707218806,6.520668115195071,0.08764684006240146,False,0.665,0.2888888888888889,0.96,6.5
23,-0.7656275426197581,A,-0.7928125856610263,-1.3740294126261947,-0.3231878190248592,False,0.16,-0.7666666666666667,0.32999999999999996,-1.35
24,-1.068544084827666,A,-0.33010694699949894,1.7355286363763294,-0.1526373175208403,False,0.075,-1.0666666666666667,0.6849999999999999,1.75
25,-0.12448921838622146,A,-0.40817031608914844,2.2501132570207405,-0.18141100349935105,False,0.43499999999999994,-0.12222222222222223,0.735,2.25
26,0.2583041369567325,A,1.6990456794235231,5.453413028733042,0.5952960750043341,False,0.65,0.25555555555555554,0.9349999999999999,5.45
27,-0.1022699177230722,A,0.10356594825177873,3.3977337353254824,0.007211890255747612,False,0.44000000000000006,-0.1,0.8300000000000001,3.4
28,-0.2323672584729239,A,-1.1683226748410542,8.603161587181193,-0.46159856805902205,False,0.375,-0.23333333333333334,0.99,8.6
29,0.17990110174550283,A,0.27847731129108233,-5.914214780399787,0.07168316138915715,False,0.6,0.17777777777777778,0.03,-5.9
30,0.5624052681794014,A,-0.5975675879586055,0.6398193748798786,-0.25122169306489994,False,0.775,0.5666666666666667,0.5650000000000001,0.65
31,-0.22106953171037422,A,-1.2828915638461604,1.227841271805476,-0.503827968014255,False,0.38,-0.2222222222222222,0.635,1.25
32,-0.5929115811025454,A,-0.5900301273666063,-7.4490097123107075,-0.24844343065221167,False,0.21000000000000002,-0.5888888888888889,0.01,-7.45
33,0.2755321846971541,A,-1.1344600623017003,4.48014148721475,-0.44911701376560703,False,0.6599999999999999,0.2777777777777778,0.9,4.5
34,0.5249988158848485,A,1.761591866325574,1.7132779858875788,0.6183502214248667,True,0.76,0.5222222222222223,0.6849999999999999,1.7
35,0.719725525758187,A,1.5584637637529672,1.321513700660001,0.5434784306605879,False,0.8150000000000001,0.7222222222222222,0.645,1.3
36,0.4564881006406274,A,-0.9342535571930328,3.2897670080563586,-0.37532210616642014,False,0.735,0.4555555555555555,0.825,3.3
37,0.009592450142617705,A,-1.4446216602734347,-0.9998213318733311,-0.5634407039509836,False,0.51,0.011111111111111112,0.38,-1.0
38,-0.10578976385595008,A,-0.6669211953740661,1.9155805075680195,-0.27678501353800994,False,0.44000000000000006,-0.1111111111111111,0.71,1.9
39,0.6998246715464163,A,0.5179007539772208,-3.5450780453893067,0.1599331951256379,False,0.8099999999999999,0.7,0.13999999999999999,-3.55
40,-0.30640995517734404,A,0.11673605662466713,4.953390882607529,0.01206631259292921,False,0.33999999999999997,-0.3111111111111111,0.9199999999999999,4.95
41,-0.016046288285080243,A,1.5064433196551634,-4.70601503880987,0.5243040094129742,False,0.495,-0.011111111111111112,0.065,-4.7
42,-0.1819284615844377,A,-0.5731919808624593,-2.2107023513196813,-0.24223699163195772,False,0.40499999999999997,-0.17777777777777778,0.25,-2.2
43,-0.45565660098245936,A,-0.5748931595191402,0.26368477918922434,-0.24286403580173305,False,0.265,-0.4555555555555555,0.52,0.25
44,-0.6737730583487475,A,-2.799334510202494,-2.5507288620711286,-1.0627796716317999,False,0.185,-0.6777777777777777,0.21000000000000002,-2.55
45,-0.33611555438641066,A,1.573767567072486,-2.4278128854912655,0.5491193200575983,False,0.325,-0.3333333333333333,0.22999999999999998,-2.45
46,-0.6785953741018348,A,0.779511838965652,1.3070053449287644,0.2563614596975893,False,0.185,-0.6777777777777777,0.645,1.3
47,-0.6492400548505293,A,-2.0070020853206056,-0.70890185490158,-0.7707307292147569,False,0.19,-0.6444444444444444,0.425,-0.7
48,-0.9042342291724099,A,-0.40899868100605435,0.3295229713832919,-0.18171633380052335,False,0.125,-0.8999999999999999,0.53,0.35
49,0.35889991376182145,A,0.10354806275753836,1.5411126860171616,0.007205297770682667,False,0.7,0.35555555555555557,0.67,1.55
50,-0.9174747541693176,A,0.35395405746183695,-8.353261615376585,0.09950343379506606,False,0.12,-0.9222222222222223,0.005,-8.35
51,-0.6408313570544818,A,-1.5207987662036044,1.6991958758362156,-0.5915191247307636,False,0.19,-0.6444444444444444,0.6849999999999999,1.7
52,-0.020475988517934602,A,0.3868282932708528,-0.07447470857955256,0.11162067840009751,False,0.495,-0.022222222222222223,0.49000000000000005,-0.05
53,-0.35723187423619596,A,1.3449217310859958,3.2045945155522095,0.4647681282123809,False,0.315,-0.35555555555555557,0.8150000000000001,3.2
54,-0.48396915187626577,A,-0.4241072325143111,-0.12763211231639238,-0.18728525456013703,False,0.25,-0.48888888888888893,0.48,-0.15
55,-1.5095267923773543,A,-2.574005860441434,-1.2636802656724604,-0.9797248933690176,False,0.02,-1.511111111111111,0.34500000000000003,-1.25
56,-0.4800148175531547,A,-0.8608272329987925,6.6855316829027736,-0.34825760690691365,False,0.255,-0.47777777777777775,0.96,6.7
57,-0.11551823775499782,A,0.23066042180941776,5.017595641163118,0.05405814496391811,False,0.43499999999999994,-0.1111111111111111,0.925,5.0
58,-0.7033675011165721,A,0.40125503400493123,-0.30992978658973186,0.1169382878296757,False,0.18,-0.7,0.465,-0.3
59,-0.9180253240956613,A,0.7017236297540617,9.258571388044565,0.2276891959868782,False,0.12,-0.9222222222222223,0.9949999999999999,9.25
60,-0.6679782054012477,A,-0.5475348661667387,-0.4139257891983353,-0.2327799342441133,False,0.185,-0.6666666666666666,0.45499999999999996,-0.4
61,0.1689356303742181,A,-0.6222342907640737,0.40058704215642704,-0.26031369061671833,False,0.5900000000000001,0.16666666666666666,0.54,0.4
62,0.2293007488927458,A,0.9976487406123072,-1.1387440554146568,0.33676540307720393,False,0.635,0.23333333333333334,0.365,-1.15
63,0.21123216050407298,A,-0.27753308152718215,5.4715459435870635,-0.1332589084998352,False,0.625,0.2111111111111111,0.9400000000000001,5.45
64,-0.3277772462545212,A,-0.37900456974575797,5.217374272094043,-0.1706606856947242,False,0.32999999999999996,-0.3222222222222222,0.93,5.2
65,0.36498791508773093,A,-0.07328319168440034,-0.2540330397423188,-0.05797363372861275,False,0.7,0.36666666666666664,0.465,-0.25
66,-0.9675684064888487,A,-0.7210460333338047,-5.399344855757484,-0.2967351016427493,False,0.1,-0.9666666666666666,0.045,-5.4
67,-0.14352500579748304,A,1.8044966834579566,-0.7630156290564852,0.6341646776740563,True,0.425,-0.14444444444444446,0.41500000000000004,-0.75
68,-0.3595438725422202,A,0.7349726959186249,-1.641384250719018,0.2399446007952356,False,0.315,-0.35555555555555557,0.3,-1.65
69,0.25493200028407265,A,-0.5870233076632414,-0.7067966620918873,-0.24733513508480842,False,0.65,0.25555555555555554,0.425,-0.7
70,0.4894692803073757,A,1.7244766443704427,-2.417171762146466,0.6046697749617729,True,0.745,0.48888888888888893,0.23500000000000001,-2.4
71,-0.16426485381300307,A,-0.7024892690885052,0.34224981053805814,-0.2898951905115975,False,0.41,-0.16666666666666666,0.53,0.35
72,-0.16203374802710188,A,0.29583107069286496,6.5588731868554095,0.0780796522067656,False,0.41500000000000004,-0.16666666666666666,0.96,6.55
73,-0.9333724598590655,A,-0.8606023082034551,4.403268292612284,-0.34817470098695025,False,0.11499999999999999,-0.9333333333333333,0.8949999999999999,4.4
74,-0.715640611659898,A,-1.7655741840712404,4.500547738746016,-0.6817418641681774,False,0.175,-0.7111111111111111,0.9,4.5
75,-0.61904589955,A,-2.1424602872052714,2.5695230793978068,-0.8206598036282243,False,0.2,-0.6222222222222222,0.76,2.55
76,-0.016469483150429093,A,-0.14104091016935577,5.814559614807128,-0.08294871918857333,False,0.495,-0.011111111111111112,0.945,5.8
77,-2.319935807561507,A,-1.9334918983778717,4.756733326872972,-0.7436353186530789,False,0.0,-2.322222222222222,0.9099999999999999,4.75
78,1.3972912406994338,A,1.8493445566521658,-0.5400319736162951,0.6506953326424869,True,0.97,1.4,0.44000000000000006,-0.55
79,-0.29536674578891586,A,0.9222548752418981,1.229364111000773,0.30897568003331466,False,0.34500000000000003,-0.30000000000000004,0.635,1.25
80,1.1662787964499186,A,3.5560936312009774,-4.705084341964111,1.2797927247725023,True,0.9349999999999999,1.1666666666666667,0.06999999999999999,-4.7
81,-1.061681950440942,A,-1.9650257832729858,-1.8748237892450723,-0.755258518013236,False,0.08,-1.0666666666666667,0.27999999999999997,-1.85
82,-0.38960761542628325,A,0.19077555238547111,0.7721445059514074,0.03935682318544632,False,0.29500000000000004,-0.3888888888888889,0.575,0.75
83,1.076309876245613,A,0.9330014249124047,7.438027011401837,0.3129367932824304,False,0.9199999999999999,1.0777777777777777,0.975,7.45
84,-0.991920647527606,A,-0.3773326178108387,-6.070763802579777,-0.17004441431792414,False,0.095,-0.9888888888888889,0.03,-6.05
