,skill,group,feature_0,feature_1,normal_learning_aware0_score,admitted,skillcut,skillround,testcut,testround
0,-0.24006143612277533,A,-0.28597149479487005,-2.039051182428703,-0.22514093095696944,False,0.37,-0.24444444444444446,0.22999999999999998,-2.05
1,0.8314368469588611,A,0.3362753047697186,1.3769928007127066,0.10475548188824949,False,0.865,0.8333333333333334,0.595,1.4
2,-0.8790210333337453,A,-2.0592348985846245,4.693918192826699,-0.6457083667403314,False,0.10500000000000001,-0.8777777777777778,0.89,4.7
3,-1.29723801623688,A,0.5643598617317045,4.295283732084991,0.2782457323334876,False,0.04,-1.2999999999999998,0.8699999999999999,4.3
4,0.361012848946079,A,1.1766575856304016,3.0002470157958117,0.4559560631275499,False,0.6849999999999999,0.35555555555555557,0.765,3.0
5,-0.5023856355630613,A,-1.9739490782893618,-1.9561559740491887,-0.8250741922906958,False,0.24,-0.5,0.24,-1.95
6,0.7295467331940644,A,2.421011764332466,3.1688585378744154,0.9054664161405452,True,0.8300000000000001,0.7333333333333333,0.78,3.15
7,-0.5829792974952137,A,-2.007233993006681,2.8420230949839786,-0.6855731697514041,False,0.2,-0.5777777777777778,0.755,2.85
8,-0.20575949366832902,A,-0.18420542006997195,-3.5937148746820853,-0.2378636677233186,False,0.39,-0.2111111111111111,0.125,-3.6
9,0.20916072003494204,A,-0.8583978617432005,-0.025218366540964487,-0.3659405708139253,False,0.605,0.2111111111111111,0.425,-0.05
10,1.3142768405166227,A,2.195672145110302,3.2156027837084267,0.8265028818180726,True,0.975,1.3111111111111111,0.7849999999999999,3.2
11,-0.8284441151057681,A,-0.624149726448068,1.174889285253586,-0.24445882808829839,False,0.12,-0.8333333333333334,0.575,1.15
12,-0.5538259152152116,A,-0.29283565877936374,0.5761964637842798,-0.14508012384456817,False,0.215,-0.5555555555555556,0.495,0.6
13,0.7311628289384475,A,-1.3260915683226648,3.318687487561904,-0.42739052707924885,False,0.8300000000000001,0.7333333333333333,0.8,3.3
14,-0.1483491674340284,A,-1.0749370712418769,5.086357797481123,-0.28196720425499583,False,0.41500000000000004,-0.14444444444444446,0.915,5.1
15,-0.17553942293609362,A,0.7088567731783836,2.1796369447752433,0.2630773822247463,False,0.4,-0.17777777777777778,0.6849999999999999,2.2
16,0.5589653556874896,A,0.722493950630237,-1.2650940399234,0.15926410045824418,False,0.77,0.5555555555555556,0.29500000000000004,-1.25
17,0.7859157656141105,A,-0.6705286499062488,3.348368950428675,-0.19244118107747307,False,0.845,0.7888888888888889,0.8,3.35
