,skill,group,feature_0,feature_1,normal_learning_aware0_score,admitted,skillcut,skillround,testcut,testround
0,-0.7396097077278007,A,-1.2699004288871358,1.6932045733881451,-0.45861625887223717,False,0.16499999999999998,-0.7444444444444445,0.6,1.7
1,-1.7866421026791746,A,-1.552785659972367,-0.7936831857462624,-0.6380576502533727,False,0.01,-1.788888888888889,0.32,-0.7999999999999999
2,-0.2511179312847583,A,-0.5554560196877746,8.08503667342994,-0.0019224181660043478,False,0.375,-0.25555555555555554,0.985,8.1
3,0.3223436959505919,A,-1.2948957005006423,1.818404954057605,-0.4635886189378793,False,0.6599999999999999,0.3222222222222222,0.61,1.8333333333333333
4,0.5350815914429595,A,1.968568225774792,8.583207091385939,0.9147827074905163,True,0.755,0.5333333333333333,0.99,8.566666666666666
5,-0.3697548731558296,A,-0.7440604483026185,1.1367523042668046,-0.2884659585848229,False,0.315,-0.36666666666666664,0.545,1.1333333333333333
6,1.3535040403440435,A,2.2411589644651744,-3.7201919535528054,0.623915728300737,True,0.9650000000000001,1.3555555555555554,0.10500000000000001,-3.733333333333333
7,0.9191208748392505,A,1.965481996585405,3.645628598484832,0.757900414005921,True,0.8949999999999999,0.9222222222222223,0.78,3.6333333333333333
8,0.8277475539503304,A,0.38010333625396253,2.6086679683203933,0.15925990275849441,False,0.86,0.8222222222222223,0.6950000000000001,2.6
9,1.1887556587748562,A,1.5942784623643549,-2.754574504168847,0.42346738349939683,False,0.95,1.1888888888888889,0.16999999999999998,-2.766666666666667
10,-0.663009905771063,A,-0.8350871670390773,1.2882226496274605,-0.31618040446677664,False,0.19,-0.6666666666666666,0.5549999999999999,1.3
11,0.7498865430767822,A,1.7402978762143362,6.155121765437013,0.7566921241440585,True,0.845,0.7444444444444445,0.93,6.166666666666667
12,0.42677338898476475,A,0.4209764409126952,4.585708986799773,0.2362258138532779,False,0.71,0.4222222222222222,0.865,4.6000000000000005
13,0.5572443199391687,A,0.3465811764368798,-0.33729593196164476,0.0543485001094225,False,0.765,0.5555555555555556,0.38,-0.3333333333333333
14,-0.22130043069784003,A,0.05728408887304845,-1.1048007164415439,-0.07313515973055192,False,0.385,-0.2222222222222222,0.29,-1.0999999999999999
15,-1.169422062889694,A,-0.5088215060962091,-1.6816407355276017,-0.2934142431482509,False,0.05500000000000001,-1.1666666666666667,0.25,-1.6666666666666667
16,-0.1689266756587412,A,-1.2219158187961576,7.5983194968791485,-0.2551810454876642,False,0.41,-0.16666666666666666,0.9800000000000001,7.6000000000000005
17,-0.8072518209112919,A,-1.3677163241492296,-5.122513219422702,-0.7085690113638571,False,0.15,-0.8111111111111111,0.045,-5.133333333333334
18,-0.14665499619504602,A,0.4604015465524161,4.861075975208356,0.25898701880689945,False,0.42000000000000004,-0.14444444444444446,0.8699999999999999,4.866666666666666
19,-0.8589171393214337,A,-0.2017090764313152,2.1068952327277133,-0.06425758888627246,False,0.13999999999999999,-0.8555555555555556,0.645,2.1
20,-0.19060518015501332,A,-0.4260627470488797,-0.17808681033249923,-0.2164351465972187,False,0.4,-0.18888888888888888,0.395,-0.16666666666666666
21,-0.4385880521881541,A,-1.5216671606565106,0.280866889067679,-0.5930473823918617,False,0.27999999999999997,-0.43333333333333335,0.445,0.26666666666666666
22,-0.922564803860067,A,-1.7744106788024476,-1.8363965787252359,-0.7500675951468957,False,0.11499999999999999,-0.9222222222222223,0.23500000000000001,-1.8333333333333333
23,-0.037355899919540816,A,-0.48048694202883535,10.185017847731197,0.0910933179499931,False,0.47000000000000003,-0.03333333333333333,1.0,10.200000000000001
24,0.09494376388150177,A,1.7813764178512412,-1.5876559569690023,0.5270710546601552,True,0.54,0.1,0.255,-1.5999999999999999
25,0.5741997828854922,A,1.0016004858116672,4.690735700031354,0.44680176165569674,True,0.77,0.5777777777777778,0.865,4.7
26,-0.020968591760614313,A,-1.6213215473086582,-3.9468450442621545,-0.7620048179483727,False,0.475,-0.022222222222222223,0.095,-3.9333333333333336
27,-0.5293352686202594,A,-0.026814015352356613,6.523710499819043,0.13752433090441277,False,0.24,-0.5333333333333333,0.945,6.533333333333334
28,-0.06059444327922056,A,-1.4610297797361436,-3.4374737630601913,-0.6887156311712223,False,0.45999999999999996,-0.05555555555555555,0.125,-3.4333333333333336
29,0.212810886203418,A,2.792591781857511,0.27176961199141925,0.9467042428008621,True,0.6,0.2111111111111111,0.44000000000000006,0.26666666666666666
30,-1.0412956267523936,A,-2.403779473166805,-4.5328925223296,-1.0598045664506375,False,0.08,-1.0444444444444445,0.06999999999999999,-4.533333333333333
31,-0.30874910377955633,A,-0.4103278262353413,8.419342110343866,0.06043057820097273,False,0.335,-0.3111111111111111,0.99,8.433333333333334
32,-0.3590380798872238,A,0.04201205658273166,-4.3177966014333125,-0.17995676901367516,False,0.32,-0.35555555555555557,0.08499999999999999,-4.333333333333333
33,0.21796100397867618,A,0.0320270291397608,6.096641257363557,0.14505447740004868,False,0.6,0.2222222222222222,0.93,6.1000000000000005
34,-0.2961568658438831,A,0.5201919643168672,3.6426407554857185,0.24188845888104554,False,0.35,-0.30000000000000004,0.775,3.6333333333333333
35,0.011164075482676858,A,0.9415371030059462,-5.3417650112201605,0.10883581575690139,False,0.485,0.011111111111111112,0.04,-5.333333333333333
36,0.4886292735632134,A,0.24179774177198599,-7.080810937466013,-0.19581342060934473,False,0.74,0.48888888888888893,0.01,-7.066666666666666
37,-1.6410854684467404,A,-1.5217044019980275,-6.158119404892482,-0.7962107157267988,False,0.015,-1.6444444444444446,0.02,-6.166666666666667
38,-0.0883628795785312,A,-1.3288954662361234,0.9682633197797317,-0.5025473104706188,False,0.445,-0.08888888888888889,0.52,0.9666666666666667
39,0.4495498274519504,A,0.3190457376962629,1.1832766623482533,0.09249338784456591,False,0.7150000000000001,0.4444444444444444,0.55,1.1666666666666667
40,1.5166877568402621,A,2.1878962138231066,1.848680320944728,0.7806007395945768,True,0.975,1.5222222222222221,0.615,1.8333333333333333
41,0.5202733349170711,A,0.9149205190842018,2.4524789356640415,0.3452430548553395,False,0.75,0.5222222222222223,0.6799999999999999,2.466666666666667
42,0.5377459825190126,A,-1.003611327739336,-1.8123198982768005,-0.47415972821417757,False,0.76,0.5333333333333333,0.24,-1.8
43,-0.8101119429899186,A,-0.5350605278632969,-3.3634152395813466,-0.3558406420192611,False,0.15,-0.8111111111111111,0.135,-3.3666666666666667
44,-0.8328991996491296,A,0.14281993729887288,5.627980003066829,0.1698173831717751,False,0.145,-0.8333333333333334,0.9099999999999999,5.633333333333333
45,-1.3584005423188676,A,-1.5951634421134833,-8.124202414964943,-0.8844629340337048,False,0.034999999999999996,-1.3555555555555554,0.005,-8.133333333333333
