,skill,group,feature_0,feature_1,normal_learning_aware0_score,test_score_dist,cost_to_test,prob_accept_at_threshold,exp_utility_from_school,take_test_at_threshold,admitted,skillcut,skillround,testcut,testround
0,1.341246156168335,A,0.5561744593727216,1.6539903128313205,0.7367215907346806,"('NORMAL', 0.2780872296863608, 3.0)",0.5,0.2568733005060393,1.2843665025301965,True,False,0.905,1.3333333333333333,0.865,1.65
1,-0.6498131567801351,A,-0.5295840136883376,-0.946746205253339,-0.4921100729805589,"('NORMAL', -0.2647920068441688, 3.0)",0.5,0.0171730367792291,0.0858651838961455,False,False,0.23500000000000001,-0.65,0.27,-0.95
2,0.17258327942816204,A,0.47557601177309233,-0.921327408794332,-0.14858379900707988,"('NORMAL', 0.23778800588654617, 3.0)",0.5,0.0883461778720891,0.44173088936044547,False,False,0.5349999999999999,0.16666666666666666,0.275,-0.925
3,-1.6843808193325762,A,-1.9250218230398728,-3.232211685011916,-1.719077836017263,"('NORMAL', -0.9625109115199364, 3.0)",0.5,0.000916234606666011,0.004581173033330055,False,False,0.05500000000000001,-1.6833333333333333,0.034999999999999996,-3.225
4,2.3430532765477485,A,2.234423826327454,3.316274049736503,1.8502326253546524,"('NORMAL', 1.117211913163727, 3.0)",0.5,0.6590410760408054,3.295205380204027,True,True,0.9949999999999999,2.35,0.9800000000000001,3.325
5,0.7469416013847151,A,-0.7713897913418352,2.5719239231363895,0.6001780439315181,"('NORMAL', -0.3856948956709176, 3.0)",0.5,0.08389009086877941,0.41945045434389705,False,False,0.76,0.75,0.95,2.575
6,-1.4632653186256643,A,-0.21399742235931662,-1.9601475010457199,-0.7247149744683455,"('NORMAL', -0.10699871117965831, 3.0)",0.5,0.006306204327309994,0.03153102163654997,False,False,0.08,-1.4666666666666668,0.11000000000000001,-1.95
7,-1.1982224348375237,A,0.1205168270139989,-1.586114520056753,-0.4885325643475847,"('NORMAL', 0.06025841350699945, 3.0)",0.5,0.012385946996045893,0.06192973498022947,False,False,0.12,-1.2,0.155,-1.575
8,0.4724044335196972,A,0.5113719488085093,0.14999600168862964,0.22045598349904635,"('NORMAL', 0.25568597440425467, 3.0)",0.5,0.12148924383515647,0.6074462191757823,True,False,0.6599999999999999,0.4666666666666666,0.54,0.15
9,-0.3009024500499453,A,-0.4869978190486073,-0.8345437521840657,-0.4405138570775577,"('NORMAL', -0.24349890952430364, 3.0)",0.5,0.02856938001280518,0.1428469000640259,False,False,0.355,-0.3,0.29500000000000004,-0.825
10,-1.214445129417192,A,-0.40823675412413796,-3.583538649440893,-1.3305918011883435,"('NORMAL', -0.20411837706206898, 3.0)",0.5,0.008043282950145447,0.040216414750727236,False,False,0.11499999999999999,-1.2166666666666666,0.02,-3.575
11,-0.6602123443712632,A,-0.5024464204512198,-1.3911132569772298,-0.6311865591428165,"('NORMAL', -0.2512232102256099, 3.0)",0.5,0.017251009459214428,0.08625504729607214,False,False,0.22999999999999998,-0.6666666666666666,0.185,-1.4
