,skill,group,feature_0,feature_1,normal_learning_aware0_score,admitted,skillcut,skillround,testcut,testround
0,1.15585195810947,A,6.576717103737856,7.401952380362963,1.163889506757499,True,0.925,1.15,0.985,7.3999999999999995
1,-0.6963938401610483,A,-2.3219818680038005,2.746737363767102,-0.08908257764155796,False,0.19,-0.7,0.72,2.733333333333333
2,-0.15262684167987972,A,-3.1270291767252516,4.841398727982288,-0.09358671083351351,False,0.43,-0.15,0.885,4.833333333333333
3,0.5193384501892372,A,0.7385552757506726,-1.8201507666739842,0.07498846222986554,False,0.76,0.525,0.205,-1.8333333333333333
4,-0.1202593802748809,A,0.48872620059679495,3.063107863863762,0.25674664563735367,False,0.45499999999999996,-0.125,0.75,3.0666666666666664
5,-0.02100467542954337,A,-1.9030946433042537,-1.4578918983353675,-0.22150140787487832,False,0.52,-0.025,0.23500000000000001,-1.4666666666666668
6,0.17059993529506703,A,0.9531155780599097,6.956778082275298,0.4800881273583613,True,0.61,0.175,0.975,6.966666666666666
7,-0.26234527570555505,A,-2.5145831947415704,-2.818267893875956,-0.35261935385406057,False,0.375,-0.2625,0.13999999999999999,-2.8333333333333335
8,-1.0626288126637302,A,-3.8683478623613046,0.32750265332872885,-0.37648776509933,False,0.08,-1.0625,0.45499999999999996,0.3333333333333333
9,0.4756998345221804,A,1.942924882217936,-3.9207370515113493,0.1264241158451966,False,0.74,0.475,0.075,-3.9333333333333336
10,0.07874659356360628,A,-2.0928670358337995,1.7152157210923091,-0.10663821310578216,False,0.5650000000000001,0.075,0.605,1.7
11,-1.419155862642456,A,-2.5084870049465717,0.47338263756603394,-0.20948148003814804,False,0.03,-1.425,0.465,0.4666666666666666
12,0.3861839984813201,A,-1.7354606133873354,-0.5585106730461308,-0.1627792301498135,False,0.7,0.3875,0.35,-0.5666666666666667
13,-0.17266434676587022,A,-2.3340850466275995,0.6981029770676652,-0.17914960670045268,False,0.42000000000000004,-0.175,0.485,0.7000000000000001
14,-0.5130344894045136,A,-2.973744832365835,1.9656735728479173,-0.1998950597815675,False,0.255,-0.5125,0.635,1.9666666666666668
15,0.504677744442673,A,-0.24818914787149404,2.28381389195166,0.13594828961187552,False,0.755,0.5,0.675,2.3000000000000003
16,0.060814711249054326,A,-3.8834027901512105,5.741213589211477,-0.14403564759999876,False,0.5549999999999999,0.0625,0.9400000000000001,5.733333333333333
17,-0.044550087890292966,A,3.6720481817706463,4.751530641908483,0.7059712158127818,True,0.505,-0.05,0.875,4.766666666666667
18,-0.5569761745801328,A,-2.1233848053591715,-1.7668097787279096,-0.2608987996820209,False,0.24,-0.5625,0.21000000000000002,-1.7666666666666666
19,-0.6181832377491217,A,-4.00701616562763,3.4301440137189685,-0.25863441921310315,False,0.215,-0.6125,0.775,3.4333333333333336
20,0.748170358881827,A,1.3732992299578948,-0.30856866950482653,0.2153966226476248,False,0.845,0.75,0.385,-0.3
21,-0.1365381669000894,A,1.2664544454097193,1.4113160060572534,0.2771838061886444,True,0.44000000000000006,-0.1375,0.5650000000000001,1.4000000000000001
22,0.4236816409918475,A,-0.4707772657014418,-1.263165657981812,-0.04381954820113114,False,0.7150000000000001,0.425,0.26,-1.2666666666666666
23,-0.033168203553595094,A,-0.0728225399076187,-3.4077283677340398,-0.08958054423760506,False,0.51,-0.0375,0.1,-3.4
24,-0.9338200933048034,A,-0.27480880064136404,3.2369242107565337,0.17404019036499152,False,0.11499999999999999,-0.9375,0.765,3.233333333333333
25,1.5344994824256042,A,0.7811211492893809,-1.3665767209705706,0.09964293020238292,False,0.9800000000000001,1.5375,0.24500000000000002,-1.3666666666666665
26,0.019434393347816114,A,0.061002571533858505,6.48412477068159,0.35421728402954705,True,0.54,0.025,0.96,6.5
27,-0.2168517281193478,A,-6.038993529642915,5.021049600292079,-0.42992037578797176,False,0.40499999999999997,-0.2125,0.9,5.033333333333333
28,-0.17165124730821135,A,0.3004665535734786,0.7979497551679936,0.13649505017098093,False,0.42000000000000004,-0.175,0.5,0.7999999999999999
29,0.5114301832461815,A,1.1502441388821145,-3.363973401495009,0.05684221849753092,False,0.76,0.5125,0.1,-3.3666666666666667
30,0.09521982549300317,A,-2.3180557534959285,-0.5548371049290872,-0.2314654888083742,False,0.5700000000000001,0.1,0.35,-0.5666666666666667
31,0.007133609178845479,A,-0.006333492722340772,1.3607988826514643,0.12459291457511798,False,0.53,0.0125,0.5549999999999999,1.3666666666666665
32,-0.5787391465575461,A,-1.069442448872775,-0.6136947580221515,-0.08646355101698323,False,0.22999999999999998,-0.575,0.34500000000000003,-0.6
33,0.1343764561782566,A,1.8148615731468403,1.363448625069664,0.3399179693079629,True,0.595,0.1375,0.5549999999999999,1.3666666666666665
34,-1.0510208314540994,A,-6.060048574734919,-0.8270525373020653,-0.6854340978439338,False,0.08499999999999999,-1.05,0.315,-0.8333333333333334
35,0.10147757326269476,A,-1.4061335217039712,0.4589360727208206,-0.07984154564617636,False,0.575,0.1,0.45999999999999996,0.4666666666666666
36,0.1743392411319483,A,-0.8310925029091861,-1.9499872453844496,-0.1161141761711932,False,0.61,0.175,0.19,-1.9333333333333333
37,0.5514135232463959,A,0.5095573609615632,2.8181079179265476,0.2486080241283882,False,0.775,0.55,0.73,2.8333333333333335
38,0.09388823852359425,A,-2.2085285261765435,-1.9870717420542736,-0.2804901400500054,False,0.5700000000000001,0.1,0.19,-2.0
39,0.3011106020309495,A,-1.6221838157533028,8.430985041152917,0.23954875337833467,False,0.665,0.3,0.9949999999999999,8.433333333333334
40,-0.9118091567740859,A,-3.059596797880781,-0.9418524518853592,-0.3358380242654014,False,0.12,-0.9125,0.3,-0.9333333333333332
41,-0.006629102829549252,A,-1.063744047316882,-0.15201795198851395,-0.06581513161094088,False,0.525,-0.0125,0.4,-0.16666666666666666
42,-0.11373711841037933,A,-2.1765878992120014,0.11705699162282458,-0.18567788782140085,False,0.45999999999999996,-0.1125,0.425,0.13333333333333333
